Gene_ID	TCGA.BH.A18N	TCGA.BH.A18Q	TCGA.BH.A18U	TCGA.C8.A12L	TCGA.C8.A12T	TCGA.C8.A12U	TCGA.C8.A12V	TCGA.C8.A12Z	TCGA.C8.A130	TCGA.C8.A131	TCGA.C8.A134	TCGA.C8.A135	TCGA.C8.A138	TCGA.D8.A142	TCGA.E2.A154	TCGA.E2.A158	TCGA.E2.A15A
ABCD1	-0.405874524477	0.295068595111	-0.904506718803	0.875550589642	-0.368368086559	0.56423561173	0.314553284227	0.459639993541	-0.805893818945	0.30229161154	-0.343989535305	-0.133314611265	0.4657911836	-0.306666636578	-0.365083478077	-0.378865418677	-0.232202087363
ABCD3	-0.071652896277	-1.09085658256	-1.20145660823	-0.469420804726	-1.02169725027	0.248845871883	-0.00155745345164	-1.39338140992	-0.714412095046	-0.561787978698	-0.78002394327	-0.938574170177	0.895694752136	-0.788112619946	-0.910092202579	-0.659831714669	-0.649761169966
ABCD4	NA	0.0136609888416	NA	NA	NA	0.124876904222	NA	-1.37942788007	-0.3517567989	0.446906383901	-0.38133884983	0.218815232965	NA	NA	NA	NA	NA
ABCE1	-0.274883930961	-0.306273963086	0.130297438641	0.241021674491	0.0796679118799	0.0851072324616	-0.113306625733	0.477060458484	-0.00112055468552	0.048346813815	0.119524190491	0.344612454305	-0.252760167912	-0.0608330292458	-0.0706887321039	0.551791039059	0.0502318132442
ABCF1	-0.203592727297	0.155439898682	0.167168926159	-0.0777425884834	-0.0766840140078	-0.0955549376699	0.203538384044	0.0451682873184	0.209163432181	-0.0350323640874	0.445562790954	0.229367845146	0.0307807203997	0.249887520649	-0.138958118136	0.1010042405	0.36377949809
ABCF2	-0.171720695093	-0.35071606285	0.0252835214437	0.0943123450833	0.0974408623254	0.051965773875	-0.102995424393	0.397822053574	0.315718630293	0.00546422911785	0.424850739332	0.145643906815	-0.00324705334592	0.141140796936	-0.0777657642215	0.476171032228	0.0639469155272
ABCF3	-0.0462401590032	-0.187687267377	-0.0814176696565	0.359334148105	0.0621186473729	0.0225511906533	-0.0918390908473	0.0205688771686	0.207231750769	-0.180721177478	0.424821983304	-0.0990181249292	0.0524771636375	-0.101881467591	-0.133536994534	-0.0408967192247	0.323196469078
ABCG1	NA	NA	-0.467570002978	-0.1231397989	NA	NA	-0.0813039803226	NA	NA	-0.22605105738	-0.456685572862	NA	-0.0243149487524	NA	0.143417595371	0.323943529959	-0.243449187688
ABHD10	0.763212047489	0.38734350241	0.177157751812	-0.603640873028	0.0583542620599	0.462052470908	-0.0158972773542	0.95954551584	-0.333042975876	-0.420040683667	-0.108129966709	-0.109488856981	0.0375896736375	-0.0999906877617	0.608029820087	0.624244402417	-0.177538445391
ABHD11	0.15267952134	-0.521204253075	0.0144176492881	-0.868805018936	-0.334770200804	-0.475514814314	-0.238433603431	0.179374602571	0.013834661351	0.105867957648	-0.762687205691	0.638348982823	0.111964329966	-0.499343105281	0.263108055332	-0.654575071057	0.0273819693308
ABHD12	0.365427913703	-0.218138704716	-0.108879257626	-0.236291315933	-1.07954766651	-0.0720673436479	-0.0162109546388	-0.79521409144	-0.538606843754	-0.00629031481856	-0.583329838919	0.0565829685704	0.321269441349	-0.0218279102089	-0.653421452228	0.394378892575	0.171679291305
ABHD13	0.534316027147	0.469862951454	NA	NA	NA	0.0596478152145	NA	NA	-0.163152394904	NA	NA	NA	0.739103629473	0.157688446085	0.684926824737	0.105080219228	-0.06562704373
ABHD14B	0.365501647516	-0.121398493319	0.200355002712	-0.782652860631	0.0588315307956	0.102423875587	-0.441794893812	0.793167381808	-0.427893907556	-0.147567066431	-0.545802853062	-0.262798594987	0.0251004033446	-0.0934218500952	0.219362285947	-0.795832161208	-0.502179742564
ABHD16A	0.0756152813991	0.353898934351	-0.244962436847	-0.101005746598	-0.506479191814	-0.205941665277	0.193714429502	0.292784296376	-0.326151864352	-0.230709519628	-0.451368401973	-0.0678917358727	0.687698252896	-0.123109586928	-0.419656698108	0.546435264729	0.017218994694
ABHD17A	0.244584231378	-0.205494328565	-0.398629633751	-0.19336541324	NA	0.10385301893	NA	NA	-0.71938904114	0.185166568387	NA	-0.647473928142	0.0929102607212	0.000271757083581	0.406974704231	NA	NA
ABHD17B	-0.199102372447	NA	-0.0300959420856	-0.349239156166	-0.462828354435	0.0670870622434	-0.165591172168	NA	NA	0.0413923434763	-0.255877460041	NA	0.00984295926262	NA	-0.0111585313519	0.866714082133	-0.35875652608
ABHD17C	0.4208889623	0.0606537421168	NA	-0.742369208288	NA	-0.399737072277	NA	NA	-0.116844324735	-0.0254007880148	-1.03093946736	NA	NA	NA	NA	0.320379120155	-0.103243095493
ABHD3	NA	NA	NA	0.425351718044	-0.0562012482429	0.0450222900785	NA	-2.00601114624	NA	-0.103543265816	NA	0.305130796722	0.788887179212	-0.169310467292	-0.360464865427	0.425562726334	-0.164628872508
ABHD4	0.010913774216	0.0171407949851	0.100332351905	-0.0766490039729	-0.262210423336	0.210365182142	-0.314618869931	-0.0755856551444	0.294821450589	-0.1647046623	-0.430590750485	0.191844468599	0.269307913983	0.0401828157761	-0.487874056708	-0.366374888914	-0.195015862362
ABHD5	0.533370999119	-0.129680405393	-0.163970921974	-0.167984246465	-0.381145410244	-0.471871981556	-0.13666266116	0.618282546242	0.0473372317733	-0.34412793633	-0.186588899513	0.679644435059	-0.509823993083	0.011033987084	1.40018252333	0.711805901097	0.126255061194
ABHD6	-0.109066200288	-0.0371158121495	-0.333054622528	-0.245860015058	NA	0.0755169690573	-0.613193601238	1.12318298993	-0.146075066711	0.248490084887	0.286263984362	NA	0.256024647601	0.447018117535	-0.0909067254392	-0.779787941144	-0.436675605041
ABI1	-0.310675034081	0.0180751384696	0.0688091043191	0.0271647839549	0.0363932699105	0.00606345052047	0.127170706486	-0.124794586653	-0.10219494542	0.245836461015	0.0842903416252	-0.0120841446486	-0.00950398239978	0.235754873682	0.000527729889032	0.175285583098	0.0693469511075
ABI2	0.0818853114681	0.0722673162153	0.175033461523	-0.19899755444	0.335280265866	-0.148136909732	-0.604638194371	0.424019973863	-0.257525824458	-0.165358767919	0.486466117221	-0.361685091336	-0.390982286327	-0.603655426261	0.292940992514	0.952134628326	0.11849845158
ABI3	-0.000745903701996	0.750897434624	0.392694755425	-0.23009268828	0.123096184356	0.248129414402	0.879015937659	0.571564702084	-0.0981641937844	0.158759541546	0.36886708304	0.138700448385	-0.283885691824	0.204189989999	-0.120002342993	-0.164251646276	0.329768618319
ABI3BP	-0.78916817254	0.101405764481	1.0400844938	-0.970663766456	0.234274933879	-0.184788772735	1.04558646359	0.981785918091	0.317256408009	-1.10291922577	-0.779870686281	1.21022566383	-0.86115064054	0.717449391448	0.388903362268	0.156000902472	0.377517296598
ABL1	0.00501659847658	-0.187398660626	-0.354470833768	0.316834671885	-0.384691291246	0.380016586782	-0.0193936037734	-0.560784370918	-0.172480242839	0.211972397562	0.096069599932	-0.831005058525	0.27348025741	-0.00350132234227	-0.0887356557088	0.0423370452198	0.180956700374
ABL2	-0.424325442874	-0.205333510281	-0.0766451041728	-0.0316056862664	-0.107975996763	0.0140675042319	0.0862037566513	-0.563234950015	0.146638410139	0.136901662655	-0.0350550349317	-0.195842022986	0.137650094839	0.142639506173	-0.225762227398	0.195778250693	0.164138677785
ABLIM1	-0.28434242281	0.0727188251488	-0.0339397106303	-0.308701808089	-0.0920077263726	-1.00395022772	0.458351592747	1.11189640394	0.397833811683	0.490809914381	0.0760705816029	0.612513238906	0.421426591349	0.25021375983	0.246303665901	0.202766769079	-0.182923381801
ABLIM2	0.240359981106	0.0814939603612	0.0276972788689	0.140608675213	0.120875602098	-0.166281775646	0.042008172781	-0.0144349828442	0.558875477548	-0.096935444415	NA	-0.182860723496	-0.168357843221	0.661298343057	0.0991488929509	0.0838809926071	0.242976030963
ABLIM3	0.460954432904	-0.265156577401	NA	-0.335525602122	0.174656269941	-0.142910114172	-0.476650562106	-0.948359374905	-0.51338614325	-0.122463405874	NA	0.00724785805415	-0.258441603716	-0.318985817255	0.502454393425	-0.446267374212	-0.420114168656
ABR	0.179975904046	-0.0523330932755	0.0867617333424	0.00909424484446	-0.0423083230512	0.126513846576	-0.135097827525	-0.24607932861	-0.112845635783	0.228523844382	-0.00400355878821	-0.382635604212	0.0153846097039	0.0159708824621	0.304132969083	-0.746318510686	0.183551023058
ABRACL	-0.0248225483173	0.511160798718	0.181405566587	0.151915381013	-0.321758424325	-0.561904842676	-0.143957626492	0.833288189481	-0.138354811799	-0.0557781501552	-0.259833531086	0.688277879028	-0.418198538821	0.328384326687	-0.500877715445	-0.197226744189	-0.344671629994
ABRAXAS1	0.348963686924	0.398566668002	-0.395240152046	-0.0681896289466	-0.304755902873	0.43776807399	0.169326183556	-0.639671787327	-0.424730036073	-0.12130302135	-0.222050180965	-0.342981907586	-0.231804902704	0.269760105953	0.135567934368	-0.138837292031	-0.0985975815429
ABRAXAS2	0.0423728521632	-0.0126701837638	0.17129164264	-0.240833336898	0.073618921387	-0.0412935486331	0.465959179557	-0.23495457287	0.227600478598	-0.00796646355725	-0.136632490521	-0.104310134085	0.0441741770968	-0.213773542094	0.00307910258065	-0.150891518023	0.0143516472752
ABT1	-0.489987236854	-0.167338733528	-0.190347541017	-0.0213277534153	0.220479108477	-0.185967368925	0.325076339277	0.172566794203	0.618289665466	0.0471584066458	0.202058319256	0.48430666616	-0.0746490029415	0.180468755088	-0.314344063319	0.933535228686	-0.0573055227733
ABTB1	0.150338211835	NA	NA	NA	NA	-0.425247366782	NA	0.0641480309915	NA	0.0427113398306	0.154203451024	NA	-0.394809972692	NA	0.711741503235	NA	NA
ABTB2	NA	-0.0929680093712	NA	0.0275287634911	0.375947201205	-0.0851159666133	0.11437678467	-1.72513147749	-0.133918899173	0.395515038362	0.178481234031	-0.908573435808	NA	-0.615196676754	NA	-0.370962408938	0.155576410898
ACAA1	0.278273879457	-0.629727193361	-0.0119637316413	-0.803541823078	0.50861726946	0.11768492669	-0.330990495362	0.446435346338	-0.582131550036	0.133798500413	-0.487654420517	0.102138325135	0.916198896954	-0.211027839186	0.0146409329895	-1.08977434865	-0.467988358637
ACAA2	0.977050569835	0.265699670299	0.272305287621	1.23121488577	-0.0586726487002	0.284156987343	-0.0388440829972	0.000157078447883	-0.10229309332	0.590326370675	-0.19137784805	0.281419651728	-0.436310249636	0.253613052969	0.596966176278	0.460502736386	-0.0831308915165
ACACA	-0.46531140643	-0.536403957081	0.0393467183801	0.997301530854	0.0635493943298	0.0567165731187	-0.830470589739	0.445903200752	0.592342842194	-0.158898456941	-0.448368101601	0.285657686057	-0.137568346763	-0.126885417574	0.136078562646	-0.578001988018	0.0726108806609
ACACB	-0.320369496462	-0.0248906718593	NA	-0.516866506858	0.0309609131539	-0.483146863561	-0.292037451769	0.0599540645673	-0.612369267145	-0.35522328957	-0.373025960392	1.1268118617	-0.0663888914551	-0.115715652665	1.22945762668	-0.899157814401	-0.602711442762
ACAD10	0.156786730308	0.203127900722	0.229935333046	-0.245997725876	-0.203827005918	0.395096777474	-0.254582641478	-0.00192990795131	0.354056484708	0.0177223682394	-0.101349765314	-0.196614905185	0.133732475495	-0.360440398589	0.148541966527	0.307026669307	0.390302537716
ACAD11	0.532875652336	-1.78358026805	NA	0.0100293069901	-0.947862697929	-0.194406501295	NA	-1.06349908377	-1.79431992404	-0.13605015013	-0.0823071092122	-1.24723322921	0.352763567479	-0.403574511685	0.343971673544	1.02890009705	0.116565145385
ACAD8	0.461937551825	0.344195228626	0.25711795702	0.155847804981	0.391427257481	-0.07044915517	-0.199167967913	0.483556240314	-0.579362017834	0.0894496375742	-0.530421721508	0.336758190403	-0.38988938696	0.139493951873	0.524807109948	1.16767095187	0.210190733911
ACAD9	0.0847681550546	0.670035412965	0.0379719924468	0.188753438479	-0.244851521991	-0.39527434299	0.229236120136	-0.382022390414	0.298395742684	-0.283459339097	0.565016733646	-0.100753488836	-0.00487577276785	-0.0995429199877	0.567717199548	0.544192751858	0.0441532609445
ACADL	NA	-3.10542116586	NA	-0.142294516987	NA	NA	-0.357327975507	NA	-0.51040589349	NA	NA	1.66062154627	0.344600141276	NA	-0.898485922133	-0.251621086662	0.0112496072869
ACADM	0.52576022779	0.152724369758	0.0734494570064	-0.660371928465	-0.101756335298	-0.13578579357	-0.310649889656	0.494907570916	0.0747265382224	-0.266436870143	-0.522939039688	0.000558669363077	-0.671500021387	-0.333356669195	0.0882215991244	0.279640731242	-0.345739135106
ACADS	0.990948791456	0.135170329167	0.287748655612	-0.711127067434	-0.427737919733	-0.734660397555	-0.184483633198	0.320038892109	-0.159809717625	-0.550359593047	0.0388116062219	0.141480321569	-0.0506492982648	-0.215731212221	0.721102152047	-0.398633412632	0.244179503284
ACADSB	0.572873595557	-1.10239673875	-0.86240710174	-0.953780930804	-0.611371510848	0.275086156342	-0.81339784832	-0.388974389538	-0.470391830784	-1.63688857316	-1.8313217717	-0.420396595056	-0.322885102882	-1.56591601861	0.833647852142	-1.88628217246	-0.024162746572
ACADVL	0.584902677353	0.0295404906163	0.0381599835009	0.631342548224	-0.344831912359	-0.581969851267	-0.154368458423	0.150999659299	-0.0989268152015	-0.0540145332058	-0.158432181592	-0.102246023709	0.428796435877	0.110900748097	0.679384359922	-0.671363647334	0.300411697351
ACAN	0.229932998234	-0.415333420417	0.467708321532	-0.626121805749	-1.35462830902	0.0731492199818	-0.187153991009	-1.25084797035	0.0903180341693	-0.0459852910839	0.843081125425	0.266171221519	-0.318507993521	0.849097236754	-0.835599247691	0.0769613819967	-0.173201271074
ACAP1	-0.359677040188	0.763728933879	0.493326355713	-0.350132983926	0.252791515574	0.587357987588	1.02437656815	0.257007409433	-0.213821863215	0.439014142349	-0.0390003973085	0.122770895903	-0.25760763843	0.230821001368	-0.101329587065	0.0851959599011	0.332141048854
ACAP2	-0.0949787952377	0.359512487022	0.275878418349	0.332184169327	0.121049729839	0.085737609222	0.23276398227	0.132422587036	-0.109017300193	0.103071018168	0.526906139991	-0.1372914198	0.193824449665	0.149414852312	0.141243772133	0.0727159561088	0.269195425865
ACAP3	-0.171203611504	0.263778257671	NA	-0.517370535116	NA	0.440510077436	-0.375818524402	-0.88911456258	-0.371945316493	0.418301497643	NA	0.256256389485	-0.249220389349	0.155294172895	-0.202986823641	-1.07738751569	-0.184519651987
ACAT1	1.1285064653	-0.0945645533438	0.192560075854	0.138661501967	-0.340194880851	0.0754024237855	-0.467240485537	-0.159223725706	-0.420073920963	-0.182526280676	-0.290217671303	-0.182359864663	-0.176971193542	0.00424840545839	0.179630656422	0.174085973635	0.158108975987
ACAT2	-0.280141578635	-0.0274621014439	-0.0650605305326	0.288815313322	0.51960817902	0.216203708407	-0.373156666488	0.439478552334	-0.448005989604	-0.0368434320361	0.0163155797115	-0.0183176503738	-0.0809295800682	0.308322102908	-0.178461776828	-1.09805190861	-0.214679448551
ACBD3	-0.226360535101	-0.103517788129	0.0615957936395	0.452327587731	0.185674172685	-0.0903080842268	-0.291684555043	0.647257093935	-0.0111561429909	-0.0582730802209	0.102868467715	0.0370352769798	0.0669352139087	-0.0351262891713	0.0562627981361	-0.479060896376	-0.0547680546384
ACBD5	-0.264027236407	-0.300667841924	-0.389781571874	0.660754295312	-0.0131234660625	0.418795773509	-0.16790066113	0.078882683284	-0.366080692762	0.264112160127	-0.50282939782	-0.228330431773	-0.580212150792	0.170544847574	-0.371288286015	-0.570172180271	0.0641979033321
ACBD6	0.0888058661526	-0.01964683117	0.236710963756	0.410769523217	-0.151677885563	-0.44916417079	-0.154997625089	0.18486971135	0.231192422391	0.129819758759	0.570551571496	-0.0409139014036	-0.0289633818529	0.174849295438	-0.0785363593409	-0.244734143063	0.0520733880515
ACBD7	NA	0.115748656157	0.762910039742	NA	-0.140922068745	0.279283094556	-0.546927077746	-0.348921056894	-0.384832473374	NA	NA	-3.19592314591	0.226165601833	1.21683746251	0.247231872824	1.27594416537	-0.195955766018
ACD	0.302152166155	0.601228023976	NA	0.171759476631	0.138533899875	0.0681091727801	0.0195238692634	0.412434861749	0.226731183142	0.250459991409	-0.120403130513	0.378239166182	-0.569504582098	-0.104415355857	0.597235349143	0.0755469863191	0.0397225152156
ACE	-0.42158174554	1.43866675666	0.0502669698218	0.326809046994	-0.980262567342	0.158230711256	0.282727303135	2.06179204438	-0.0667129059926	0.175229185758	-0.407803055236	0.170041164419	1.10583746872	0.848941953123	0.537389651068	0.524789520292	-0.106667736653
ACE2	NA	NA	NA	NA	NA	NA	NA	-0.130802457347	NA	NA	NA	-0.160697366021	NA	NA	NA	NA	NA
ACIN1	-0.0267212667123	-0.321252413468	-0.209938642778	0.0987648941285	0.0303712812464	0.12818081226	-0.0458263291724	-0.507163132684	0.20303287596	-0.0294470101876	-0.102706652724	-0.421341959425	0.349204915977	-0.341370923181	-0.428413153161	0.0992066004319	0.0291874833983
ACLY	-0.109488964872	-0.713333403967	0.128346472539	-0.298403469843	-0.170606224365	0.0994640173523	-0.458332203365	0.821202099365	0.366478894769	0.122349407383	-0.0841407955339	0.491371449427	-0.0925755691843	0.373993467899	-0.252781211747	-0.836860803467	0.000662624933694
ACO1	0.367701067172	0.152311050103	0.198625065093	-0.426613942289	-0.00395982867207	-0.376415144202	0.000698117895452	0.396147065948	-0.408064948373	0.173087784401	-0.167423777994	0.0470628902196	-0.582116572539	0.220453415254	0.619439185096	0.578235003632	0.127744879667
ACO2	0.495467751585	0.173828629159	0.267190043839	-0.556453249062	-0.0551759892894	-0.06038452036	-0.309274838814	0.0619343387726	-0.27626827355	-0.316248089345	-0.270694062483	-0.202002986429	-0.601529667631	-0.0332105789329	0.256513984211	-0.340883022506	-0.0258044678768
ACOT1	0.871679398076	0.14602912857	0.771876759053	-0.553896330309	0.134461181272	-0.197256478225	-0.108371156871	0.745315974121	-0.109873661451	-0.250843645097	-0.544112715017	0.512032468718	-0.176225978656	-0.115000018346	0.139903704908	-2.68939533719	-1.51657533618
ACOT11	1.19292168601	0.0165920280436	0.0641840753471	0.480818048743	-0.391027153726	0.420465194511	-0.332266545287	0	0.0686667737809	-0.173009453751	0.551710797593	-0.245933263018	-0.673800610391	-0.420288069974	-0.0345265067761	-0.742243916106	0.098593070548
ACOT13	0.407019129126	-0.0158103555601	0.402502623398	-0.032113922181	-0.172407595754	0.0188539139042	-0.185185869766	0.449753638864	0.217268076665	-0.42744877512	0.0218298240824	-0.320118523506	-0.552034514765	-0.173329581362	0.331175770381	0.0312699201049	0.38170207229
ACOT2	0.925823224148	-0.406180167057	0.151904790165	-0.955291797986	0.0121994403525	0.319678324809	0.123325736912	-0.214037384575	-0.050804921333	-0.702821687994	-0.515193571062	0.279716332892	0.25894353849	-0.436802480766	0.862910274514	-1.11249096029	-0.783028367749
